name,address,website,tel,emails
La Piazza Restaurant,"79 Western Road, Hove, BN32JQ",http://www.lapiazza.co,01273772777,
Fattoamano Pizza,"65 Church Road, Hove, BN32BD",,01273325400,
Pizza Express,"4 The Waterfront, Brighton Marina Village, Brighton, BN25WA",http://www.pizzaexpress.com,01273689300,
Pizza Express,"107 Church Road, Hove, BN32AF",http://www.pizzaexpress.com,01273770093,
Domino's Pizza Brighton - Patcham,"41 Ladies Mile Road, Patcham, Brighton, BN18TA",http://www.dominos.co.uk,01273556001,
Domino's Pizza Hove,"93 Old Shoreham Road, Hove, BN37AQ",http://www.dominos.co.uk,01273208209,
Texas Pizza Hove,"84 Portland Road, Hove, BN35DL",http://www.texaspizzahove.co.uk,01273738000,
Piaza,"542 Falmer Road, Brighton, BN26ND",,01273300011,
Fresh Pizza,"172 Portland Road, Hove, BN35QN",http://www.freshpizza.com,01273775335,
Wild Flour Pizza,"Field End, Greenways, Ovingdean, Brighton, BN27BA",http://www.wildflourpizza.com,01273950991,
Domino's Pizza Portslade,"84 Boundary Road, Hove, BN35TD",http://www.dominos.co.uk,01273418000,
Pizza Hot 4 U,"24 Boundary Road, Hove, BN34EF",http://www.pizzahot4you.com,01273410110,
My Yummy Pizza,"41 Longridge Avenue, Saltdean, Brighton, BN28LG",,01273305405,
Showroom Pizza,"5 Middle Road, Shoreham-By-Sea, BN436GA",,01273441222,
Shoreham Kebab & Pizza,"5 Middle Road, Shoreham-by-sea, BN436GA",,01273441713,
Domino's Pizza Shoreham-by-sea,"75-77 High Street, Shoreham-by-sea, BN435DE",http://www.dominos.co.uk,01273464444,
Pizza Express,"15 High Street, Lewes, BN72LN",http://www.pizzaexpress.com,01273487524,
Domino's Pizza Peacehaven,"94 South Coast Road, Peacehaven, BN108SL",http://www.dominos.co.uk,01273587070,
Village Pizza Kitchen Ltd,"126c High Street, Hurstpierpoint, Hassocks, BN69PX",http://www.villagepizzakitchen.co.uk,01273833322,
Farmhouse Pizza,"397 Brighton Road, Lancing, BN158JX",,01903766677,
The Sussex Pizza Company,"20 High Street, Newhaven, BN99PD",,01273517722,
Pizza Kingz,"29a High Street, Newhaven, BN99PD",,01273516568,
Domino's Pizza Burgess Hill,"9 Mill Road, Burgess Hill, RH158DN",http://www.dominos.co.uk,01444258825,
Newhaven Kebab & Pizza,"59 South Road, Newhaven, BN99QH",,01273514516,
Domino's Pizza Lancing,"44 North Road, Lancing, BN159AB",http://www.dominos.co.uk,01903755500,
Domino's Pizza Lewes,"68 Springett Avenue, Ringmer, Lewes, BN85QX",http://www.dominos.co.uk,01273812666,
Pizza Hot Express,"12 Brighton Road, Worthing, BN113ED",,01903368620,
Pizza Express,"Stanford Cottage, Warwick Street, Worthing, BN113EZ",http://www.pizzaexpress.com,01903821133,
Worthing Favourite Pizza,"38 Ann Street, Worthing, BN111NX",,01903820882,
Domino's Pizza Worthing,"10 Cricketers Parade, Broadwater Street West, Worthing, BN149DB",http://www.dominos.co.uk,01903233499,
Pizza Face Pizza Ltd,"138 Montague Street, Worthing, BN113HG",http://www.pizzafacepizza.co.uk,01903202026,
Pizza Express,"22 The Broadway, Haywards Heath, RH163AL",http://www.pizzaexpress.com,01444456627,
Domino's Pizza Haywards Heath,"3 Commercial Square, Haywards Heath, RH161DW",http://www.dominos.co.uk,01444440999,
King Pizza,"87 Salvington Road, Worthing, BN132JD",,01903830580,
King Pizza & Kebab,"87 Salvington Road, Worthing, BN132JD",,01903691029,
Domino's Pizza Goring-by-sea,"276 Goring Road, Goring-by-Sea, Worthing, BN124PE",http://www.dominos.co.uk,01903244777,
Domino's Pizza Rustington,"9 Broadmark Parade, Broadmark Lane Rustington, Rustington, Littlehampton, BN162NE",http://www.dominos.co.uk,01903788883,
Domino's Pizza Pulborough,"18 Lower Street, Pulborough, RH202BL",http://www.dominos.co.uk,01798879218,
Papa Pizza & Grill,"3 Ferrymead Station Road, Pulborough, RH201AH",,01798872121,
