name,address,website,tel,emails
Domino's Pizza - Hove,"93 Old Shoreham Rd, Hove, BN3 7AQ",https://www.dominos.co.uk/pizza-near-me/hove/93-old-shoreham-road?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzcyNDYtNzAyLWxvY2F0aW9uLndlYnNpdGU%3D,01273 208209 ,
Domino's Pizza - Brighton - Patcham,"41 Ladies Mile Rd Patcham, Brighton, BN1 8TA",https://www.dominos.co.uk/pizza-near-me/brighton/41-ladies-mile-road?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzc4OTYtNzAyLWxvY2F0aW9uLndlYnNpdGU%3D,01273 556001 ,
Pizza Fuoco,"Brighton Railway Station, Queens Road, Brighton, BN1 3XP",http://www.pizzafuoco.com,020 7729 4411 ,
Al Forno Pizzeria,"78 St. James's St, Brighton, BN2 1PA",https://www.alfornobrighton.co.uk,01273 687070 ,
Pizza Me Brighton,"The Kiosk Elm Grove, Brighton, BN2 3DD",http://pizzame-brighton.co.uk/,01273 622210 ,
Perfect Pizza,"48 Lewes Rd, Brighton, BN2 3HW",http://www.perfectpizzas.co.uk/,01273 685555 ,feedback@acepos.uk
Kingsway Pizza,"2 St. Aubyns Basement, Hove, BN3 2TB",,01273 770011 ,
Pizza Chef,"35-36, Whitehawk Rd, Brighton, BN2 5FB",http://www.pizzachefonline.com,01273 689412 ,"email@domain.com, info@datman.je, info@pizzachefonline.com"
Yummie Pizza,"154 Church Rd, Hove, BN3 2DL",http://www.yummiepizza-hove.co.uk,01273 262728 ,
Jolly Eats,"2 Valley Drive, Brighton, BN1 5FQ",https://jollyeatsonline.co.uk/?utm_source=yell&utm_medium=referral&utm_campaign=yell,01273 555444 ,
Pizza 2 Night Brighton,"38 Waterloo St, Hove, BN3 1AY",,07446 848333 ,
Texas Pizza Hove,"84 Portland Rd, Hove, BN3 5DL",http://www.texaspizzahove.co.uk,01273 738000 ,
Express Pizza & Chicken,"172 Portland Road, Hove, BN3 5QN",,01273 775335 ,
Casa Della Pizza Ltd,"28 North St, Brighton, BN1 1EB",,01273 205441 ,
Nicolas Pizza,"16 Western Rd, Hove, BN3 1AE",http://www.nicolaspizza.co.uk,01273 771478 ,support@2goonline.co.uk
Yummie Pizza,"80 Beaconsfield Road, Brighton, BN1 6DD",http://yummiepizza.co.uk,01273 554444 ,
Ace Pizza,"36 Preston Rd, Brighton, BN1 4QF",https://www.acepizzabrighton.co.uk,01273 677772 ,
Barrel & Stone,"9 Grand Junction Road, Brighton, BN1 1PP",https://www.barrelandstone.co.uk/,01273 326514 ,
Papa John's,"58-62 Lewes Road, Brighton, BN2 3HW",https://www.papajohns.co.uk,01273 606606 ,
Pizzaface,"35 St Georges Rd, Brighton, BN2 1ED",http://www.pizzafacepizza.co.uk,01273 699082 ,
Harleys,"97 Preston Drove, Brighton, BN1 6LD",,01273 552828 ,
Eatalio,"128 Queens Rd, Brighton, BN1 3WB",http://eatalio.co.uk,01273 567891 ,
Twist,"234 Eastern Road, Brighton Marina, BRIGHTON, BN2 5JJ",http://www.twistpizza.co.uk,,Info@CraveFoods.co.uk
Fiveways Arts & Crafts,"261 Ditchling Rd, Brighton, BN1 6JH",http://www.fivewaysartsandcrafts-brighton.co.uk,01273 551600 ,
Frandzo,"20 Lewes Road, Brighton Marina, BRIGHTON, BN2 4AD",,01273 603010 ,
Gourmet Pizza Kitchen,"40 Western Rd, Hove, BN3 1JD",http://gourmet-pizza-kitchen.com,01273 726777 ,
The Pizza Station,"Falmer Railway Station, Station Approach, Brighton, BN1 9SD",,01273 983988 ,
My Yummie Pizza Saltdean,"41 Longridge Avenue, Brighton, BN2 8LG",http://www.myyummiepizza.couk,01273 305405 ,
Fusion,"3 St. James's St, Brighton, BN2 1RE",,01273 609011 ,
Pizza Knight,"14 Coombe Terrace, Brighton, BN2 4AD",http://www.pizzaknightonline.co.uk,01273 671911 ,
Pizza Plus & Kebab,"80 Beaconsfield Rd, Brighton, BN1 6DD",http://pizzaplusbrighton.co.uk,01273 509177 ,"email@domain.com, info@datman.je, info@pizzaplusbrighton.co.uk"
Chicks Chicken & Pizza,"5 Lewes Rd, Brighton, BN2 3HP",http://www.chicksbrighton.co.uk,01273 688366 ,help@foodit.com
Pizzaface,"1 Coleridge St, Hove, BN3 5AB",http://www.pizzafacepizza.co.uk,01273 965651 ,
Rocky's,"147 Edward St, Brighton, BN2 0JG",http://www.rockypizza.co.uk,01273 687787 ,
